incident_id,stock_ticker,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,notes,created_at,updated_at
2024-0130-001,TNP.L,270.02,269.11,251.93,268.89,267.47,253034,994421,S&P 500 Industrials,0.007075,-0.063844,-0.000811,-0.006087,-0.075326,-0.000811,-0.006087,-0.002444,-3.1746,0.4127,-0.2984,1.0,False,57589271830.99,3.93,0.031603,0.038225,60,Low pre-incident trading volume reduces baseline reliability; interpret with caution,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0117-001,TRUS.T,6.7,6.63,6.32,6.04,6.26,9909525,27253960,S&P 500 Financials,-0.002252,-0.046761,-0.089411,-0.056139,-0.044471,-0.089411,-0.056139,-0.03465,-2.4595,0.77025,-2.2843,0.85785,False,1378665829.57,2.7503,0.030143,0.03448,325,Elevated options activity detected 10 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0623-001,AAS,104.53,101.34,100.12,98.96,100.09,2490315,4077542,S&P 500 Information Technology,0.021068,-0.012017,-0.02351,-0.0123,-0.013592,-0.02351,-0.0123,-0.005556,-0.703,1.0,-0.4922,1.0,False,71740032643.89,1.6374,0.021724,0.036137,48,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0912-001,OVM,624.04,557.06,549.41,542.49,536.95,462764,1080325,S&P 500 Energy,0.008374,-0.013728,-0.026161,-0.036105,-0.011736,-0.026161,-0.036105,-0.049346,-1.0802,1.0,-1.6438,1.0,False,233735627224.68,2.3345,0.022537,0.034774,335,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1110-001,CRAW.MX,263.05,259.88,258.63,262.13,266.54,3893168,10739107,S&P 500 Industrials,0.001317,-0.004794,0.00865,0.025635,-0.004479,0.00865,0.025635,0.004773,-0.2271,1.0,1.4404,1.0,False,63632967410.08,2.7584,0.032582,0.04824,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0918-002,TOUL.PA,15.43,14.3,14.18,14.01,14.05,1233023,2507897,S&P 500,-0.000752,-0.008097,-0.020567,-0.017181,-0.007814,-0.020567,-0.017181,-0.005256,-0.3095,1.0,-0.9421,1.0,False,5518858775.11,2.0339,0.023742,0.033643,8,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0511-001,NTI.PA,46.15,45.78,43.9,44.75,45.49,163197,629690,S&P 500 Information Technology,-0.01177,-0.041121,-0.022443,-0.006443,-0.041665,-0.022443,-0.006443,-0.026123,-6.7147,0.0002,-0.4043,1.0,False,39405962513.86,3.8585,0.01023,0.019688,35,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0822-001,BITW,267.86,257.16,246.05,250.83,253.16,3262281,7973240,S&P 500 Information Technology,-0.0052,-0.043218,-0.024624,-0.015541,-0.053043,-0.024624,-0.015541,0.004378,-1.9759,1.0,-0.736,1.0,False,96327287058.91,2.4441,0.014844,0.027338,23,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1221-001,COMP.IR,84.29,85.78,84.61,86.51,86.19,6966730,11330904,S&P 500 Industrials,0.027166,-0.013615,0.008501,0.004764,-0.015927,0.008501,0.004764,-0.007906,-0.8513,1.0,0.1671,1.0,False,25303881743.01,1.6264,0.017273,0.02549,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0212-001,ATLA,29.24,26.62,26.79,26.34,26.37,2273119,7067021,S&P 500 Consumer Discretionary,0.005736,0.006216,-0.010496,-0.00957,0.005239,-0.010496,-0.00957,0.007163,0.3662,1.0,-0.3839,1.0,True,11685123769.37,3.109,0.030279,0.052768,43,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0611-001,JOHA,279.75,257.85,242.94,237.26,252.45,16626234,61890890,S&P 500 Industrials,-0.010953,-0.057821,-0.079847,-0.020961,-0.056363,-0.079847,-0.020961,-0.031091,-2.8177,0.59115,-1.0399,1.0,False,127167190920.99,3.7225,0.015885,0.019239,106,Cross-listed on multiple exchanges; primary exchange data used for return calculation,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0904-001,SNT.SW,29.12,27.47,26.9,27.21,26.5,145883,480461,S&P 500 Information Technology,0.016472,-0.020775,-0.009417,-0.035292,-0.026544,-0.009417,-0.035292,-0.008614,-1.2514,1.0,-2.2787,0.86065,True,21339050234.53,3.2935,0.015277,0.022638,141,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0320-001,GHL,126.59,119.14,114.6,113.48,113.71,24669020,71223082,S&P 500 Health Care,-0.00709,-0.038134,-0.047493,-0.045543,-0.036577,-0.047493,-0.045543,-0.021069,-2.3679,0.81605,-4.9136,0.0002,False,12942806319.64,2.8871,0.033154,0.050502,234,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1115-001,ANDE,121.36,121.9,118.13,117.06,115.94,4979801,19235681,S&P 500 Industrials,0.012523,-0.030945,-0.039743,-0.048858,-0.026211,-0.039743,-0.048858,-0.020568,-2.6176,0.6912,-2.1169,0.94155,False,87042765278.4,3.8627,0.022354,0.042945,124,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0108-001,FERN.NS,10.42,9.67,9.31,9.28,9.41,1734375,5107332,S&P 500 Health Care,-0.000833,-0.036956,-0.039884,-0.026865,-0.047859,-0.039884,-0.026865,0.00955,-2.4232,0.7884,-0.9649,1.0,False,3009678508.77,2.9448,0.027493,0.053416,246,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0109-002,GFI.L,7.61,7.27,6.76,7.06,6.93,3240118,9106196,S&P 500 Industrials,0.023411,-0.069908,-0.028805,-0.046725,-0.082456,-0.028805,-0.046725,-0.026963,-3.3659,0.31705,-2.6117,0.69415,False,9657195005.06,2.8105,0.032421,0.041955,185,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0115-001,MOVE.AX,9.0,9.37,9.24,9.06,9.48,8473051,28669930,S&P 500 Industrials,0.011565,-0.013448,-0.032787,0.011677,-0.01319,-0.032787,0.011677,-0.009906,-1.0764,1.0,1.1707,1.0,True,1385500644.43,3.3837,0.032068,0.059332,10,Elevated options activity detected 10 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1127-001,STUT.DE,5.31,5.59,5.38,5.39,5.62,1554696,4095780,S&P 500 Consumer Discretionary,-0.009339,-0.038084,-0.03628,0.005875,-0.044571,-0.03628,0.005875,-0.006395,-2.7782,0.6109,0.222,1.0,False,1711283027.9,2.6345,0.015639,0.025728,23,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0814-001,SCOP.KS,540.26,508.09,485.4,501.45,490.76,518159,1671090,S&P 500 Information Technology,0.000968,-0.044661,-0.01307,-0.034107,-0.037812,-0.01307,-0.034107,-0.001487,-2.5678,0.7161,-1.2781,1.0,False,375084989166.94,3.2251,0.013972,0.023721,98,Concurrent dividend announcement partially offset negative price reaction,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1227-002,ATL1,69.23,71.11,67.5,70.69,68.7,335539,1276813,S&P 500 Health Care,-0.015591,-0.050832,-0.005957,-0.033829,-0.052916,-0.005957,-0.033829,-0.017483,-3.2373,0.38135,-6.7658,0.0002,False,78023804149.07,3.8053,0.028462,0.036798,38,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0206-001,MZE,93.9,94.63,93.82,93.11,92.5,9261015,24172165,S&P 500 Utilities,0.016803,-0.008597,-0.016055,-0.02256,-0.00817,-0.016055,-0.02256,-0.024047,-0.4098,1.0,-4.0183,0.0002,False,29396428406.69,2.6101,0.03149,0.041851,282,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-002,PROV.TO,43.44,42.55,40.13,39.34,40.33,5712640,21391108,S&P 500 Financials,0.00565,-0.05681,-0.075427,-0.052285,-0.069932,-0.075427,-0.052285,-0.059649,-3.183,0.4085,-2.954,0.523,False,59251004587.56,3.7445,0.017831,0.027995,131,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0722-001,MSB.PA,75.22,71.97,67.02,65.11,64.2,3439125,5291659,S&P 500 Financials,0.008228,-0.068774,-0.09538,-0.107945,-0.065279,-0.09538,-0.107945,-0.051314,-2.7965,0.60175,-3.2276,0.3862,False,23109279998.14,1.5387,0.011592,0.018513,221,Company share buyback program active during post-incident window,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0624-001,ILP,43.19,40.63,40.52,40.58,41.8,1873544,4591239,S&P 500 Information Technology,-0.018764,-0.002675,-0.0012,0.028841,-0.003288,-0.0012,0.028841,0.004081,-0.2378,1.0,3.4905,0.25475,False,25402793682.73,2.4506,0.01546,0.029049,46,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0927-001,BREM.DE,714.28,660.11,622.35,617.64,639.02,193418,419664,S&P 500 Information Technology,-0.003221,-0.057207,-0.06434,-0.031954,-0.064749,-0.06434,-0.031954,-0.009094,-5.2125,0.0002,-2.3024,0.8488,False,315924251376.89,2.1697,0.011329,0.013551,251,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1128-001,GRAH,16.1,15.77,14.48,15.36,15.37,666926,2297348,S&P 500 Industrials,-0.019039,-0.082029,-0.025708,-0.025192,-0.08982,-0.025708,-0.025192,0.008865,-7.0885,0.0002,-0.9035,1.0,False,9225364932.44,3.4447,0.016673,0.025193,157,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1219-001,HES,196.11,189.04,179.74,187.09,188.48,421565,1658659,S&P 500 Health Care,0.006897,-0.049173,-0.01029,-0.002939,-0.048945,-0.01029,-0.002939,0.016413,-2.622,0.689,-0.1803,1.0,True,173381357990.48,3.9345,0.024194,0.038277,27,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0804-001,SAV,294.24,306.96,295.46,300.21,303.11,144991,408459,S&P 500 Information Technology,-0.006828,-0.03747,-0.021974,-0.012539,-0.043525,-0.021974,-0.012539,-0.024971,-5.2505,0.0002,-0.841,1.0,True,1059592586670.61,2.8171,0.01252,0.017201,32,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0725-002,OEA,5.57,5.27,5.23,5.25,5.37,961225,2591247,S&P 500,7.3e-05,-0.00671,-0.00471,0.019069,-0.006408,-0.00471,0.019069,-0.004397,-0.3424,1.0,0.7878,1.0,True,1679708064.01,2.6958,0.025785,0.046289,8,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0611-002,RSS.PH,22.52,22.87,21.43,20.83,22.46,580830,1008641,S&P 500 Industrials,0.000302,-0.063099,-0.089383,-0.017761,-0.060642,-0.089383,-0.017761,-0.014714,-3.056,0.472,-0.9195,1.0,False,18037083997.45,1.7366,0.038517,0.056235,43,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0224-002,LINE.OL,12.96,13.57,12.69,12.6,13.38,1151372,4401391,S&P 500,-0.006348,-0.064848,-0.071511,-0.013981,-0.058236,-0.071511,-0.013981,-0.009091,-5.6686,0.0002,-0.5003,1.0,False,877768344.55,3.8227,0.039092,0.051572,44,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0501-001,NSM.AX,69.47,73.57,72.2,73.66,72.04,1347701,5294825,S&P 500 Consumer Discretionary,0.018189,-0.018675,0.001274,-0.020783,-0.022711,0.001274,-0.020783,-0.004754,-1.6108,1.0,-1.5413,1.0,False,39300427409.4,3.9288,0.02682,0.039275,95,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0620-001,HELI.DE,9.51,9.39,9.25,9.43,9.67,21197175,37310893,S&P 500 Information Technology,-0.000353,-0.014655,0.003814,0.02974,-0.012899,0.003814,0.02974,0.020326,-0.8623,1.0,1.9045,1.0,False,262613109.0,1.7602,0.010432,0.011879,,Thinly traded stock (avg volume < 100K); abnormal returns subject to higher noise,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1006-001,GIBS.DE,109.37,100.42,98.49,101.6,101.08,548040,1458820,S&P 500 Information Technology,0.02461,-0.019241,0.011717,0.006548,-0.024519,0.011717,0.006548,-0.010017,-1.2533,1.0,0.7017,1.0,False,42499878516.42,2.6619,0.013489,0.017328,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0201-001,MONR.IR,32.85,31.73,30.81,30.86,31.22,6839973,22809264,S&P 500 Health Care,-0.002362,-0.028984,-0.027381,-0.016184,-0.037146,-0.027381,-0.016184,-0.006618,-3.1448,0.4276,-0.5987,1.0,False,11102586490.7,3.3347,0.03301,0.059363,41,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0318-001,APS.L,287.04,260.26,252.61,259.26,252.38,2739707,7983267,S&P 500 Consumer Discretionary,-0.011103,-0.029378,-0.003854,-0.030284,-0.034091,-0.003854,-0.030284,-0.016519,-2.5516,0.7242,-1.0831,1.0,False,211436688351.51,2.9139,0.010521,0.02054,124,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0410-001,MIA1,6.41,6.42,6.14,6.02,6.01,1140471,4395107,S&P 500 Utilities,-0.010206,-0.043404,-0.062105,-0.064081,-0.035445,-0.062105,-0.064081,-0.027903,-3.4025,0.29875,-3.395,0.3025,False,2386866119.03,3.8538,0.030699,0.060395,235,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0215-001,KEL1.AX,11.66,11.01,10.23,10.39,10.39,13247768,23248992,S&P 500,0.008722,-0.070602,-0.056283,-0.056032,-0.078007,-0.056283,-0.056032,-0.040637,-4.1783,0.0002,-2.4339,0.78305,False,278145470.05,1.7549,0.028266,0.044826,258,Stock halted for 8 hours on disclosure day per exchange circuit breaker,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0205-001,CHIC,143.27,139.92,131.0,133.77,137.42,2511252,7045652,S&P 500 Industrials,-0.018564,-0.063785,-0.043933,-0.017833,-0.061826,-0.043933,-0.017833,-0.019445,-3.4736,0.2632,-1.3222,1.0,False,42570712101.88,2.8056,0.02752,0.052844,25,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0503-001,LINK.SW,598.16,581.3,566.25,575.91,560.13,63502,225867,S&P 500 Information Technology,-0.007474,-0.025897,-0.009268,-0.03642,-0.032387,-0.009268,-0.03642,-0.006929,-1.5597,1.0,-1.4771,1.0,False,198148179610.83,3.5568,0.027045,0.046968,174,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0626-002,KCT.DE,6.54,6.0,5.75,5.82,5.87,107427,406361,S&P 500 Health Care,-0.019555,-0.042327,-0.029861,-0.02087,-0.039668,-0.029861,-0.02087,-0.010136,-2.0301,0.98495,-1.0429,1.0,False,315055665.8,3.7827,0.010919,0.019407,202,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0315-001,ILP,45.48,43.97,41.57,41.12,42.85,3825788,10062559,S&P 500 Information Technology,-0.007226,-0.054508,-0.064824,-0.02537,-0.070551,-0.064824,-0.02537,-0.034006,-2.6735,0.66325,-2.1829,0.90855,False,22834397270.22,2.6302,0.019443,0.038744,320,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0928-001,SANA.CO,6.2,6.11,6.04,6.19,6.36,17300833,45277536,S&P 500 Health Care,0.026542,-0.011966,0.013472,0.04046,-0.011194,0.013472,0.04046,0.031684,-0.9063,1.0,1.2249,1.0,False,976931381.78,2.6171,0.017027,0.029061,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0307-001,GRID,122.41,116.76,113.4,113.04,115.31,2904542,7348017,S&P 500 Utilities,0.009278,-0.028768,-0.031881,-0.012431,-0.023295,-0.031881,-0.012431,-0.014015,-1.9835,1.0,-0.6559,1.0,False,76094162499.88,2.5298,0.034868,0.058645,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1209-003,STLO,19.04,17.97,17.63,17.67,17.67,202044,485133,S&P 500 Utilities,-0.004167,-0.018855,-0.016794,-0.016554,-0.017688,-0.016794,-0.016554,-0.013535,-1.9722,1.0,-0.8326,1.0,False,8435863655.68,2.4011,0.024952,0.040414,5,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0620-002,PHIL,40.6,42.52,38.71,38.69,41.23,537620,1863556,S&P 500 Industrials,0.018539,-0.089639,-0.090004,-0.03042,-0.110026,-0.090004,-0.03042,-0.006825,-15.6122,0.0002,-1.2071,1.0,False,11984520232.31,3.4663,0.01106,0.020228,271,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1130-001,LQC,14.44,14.08,13.59,13.89,14.11,5529773,13869671,S&P 500 Consumer Discretionary,0.0062,-0.034889,-0.013519,0.001998,-0.035896,-0.013519,0.001998,0.001753,-6.9071,0.0002,0.0871,1.0,False,7634130942.76,2.5082,0.02731,0.043114,20,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0814-001,INCH.KS,15.51,14.82,14.32,14.09,14.22,2192619,7119173,S&P 500 Health Care,-0.003099,-0.034005,-0.049124,-0.040197,-0.04385,-0.049124,-0.040197,-0.031219,-6.801,0.0002,-2.0416,0.9792,False,3087640102.01,3.2469,0.026891,0.045041,51,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1105-002,PHI1,146.22,145.14,138.33,140.2,146.82,484107,1737432,S&P 500 Health Care,0.009872,-0.046928,-0.034058,0.011585,-0.060027,-0.034058,0.011585,0.01662,-2.713,0.6435,2.317,0.8415,False,98134805020.01,3.5889,0.024712,0.047462,11,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0405-001,FRAM,79.72,76.15,74.3,72.48,76.66,263089,799306,S&P 500 Industrials,-0.008661,-0.024301,-0.048216,0.00671,-0.019787,-0.048216,0.00671,-0.016041,-1.4352,1.0,0.2172,1.0,False,31646044977.02,3.0382,0.019046,0.031229,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0716-002,NASH,21.23,21.25,20.79,20.85,20.57,357025,1058792,S&P 500 Health Care,0.021835,-0.021652,-0.018652,-0.032088,-0.022821,-0.018652,-0.032088,-0.01668,-0.9614,1.0,-3.6284,0.1858,False,9299175114.97,2.9656,0.03263,0.036919,298,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0610-001,RIA.CO,85.74,84.27,82.44,83.19,84.4,2785425,10102489,S&P 500,-0.006676,-0.021761,-0.01281,0.001512,-0.027763,-0.01281,0.001512,-0.010728,-1.3217,1.0,0.1656,1.0,False,20251297643.32,3.6269,0.02007,0.024726,8,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0508-001,AUST,38.42,38.14,35.86,36.36,36.35,1579581,5301209,S&P 500,0.008098,-0.059794,-0.046651,-0.046802,-0.054281,-0.046651,-0.046802,-0.033142,-5.3949,0.0002,-3.42,0.29,False,28090154191.92,3.3561,0.023071,0.042918,205,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0310-001,CRS,454.45,462.4,426.08,443.6,458.41,2588440,5159695,S&P 500 Financials,0.004541,-0.078542,-0.040654,-0.008624,-0.065298,-0.040654,-0.008624,-0.009583,-3.8644,0.0678,-0.3154,1.0,True,213151949688.88,1.9934,0.024893,0.048193,57,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1213-001,AUS1,15.9,15.34,14.68,15.2,15.41,587217,1685264,S&P 500 Consumer Discretionary,-0.017619,-0.043183,-0.0094,0.00458,-0.03458,-0.0094,0.00458,0.020772,-2.5175,0.74125,0.4827,1.0,False,2333507156.61,2.8699,0.034704,0.039524,28,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0426-002,WALS.L,13.84,12.96,12.09,12.16,13.0,488169,1844255,S&P 500 Communication Services,0.021734,-0.067124,-0.061872,0.003141,-0.081212,-0.061872,0.003141,-0.013719,-7.9088,0.0002,0.3059,1.0,False,4388967966.58,3.7779,0.025876,0.039037,43,Post-incident volatility spike consistent with uncertainty resolution over 14 trading days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1028-001,VECT.AX,12.97,11.56,10.99,10.58,11.61,4474001,6747104,S&P 500 Information Technology,0.024308,-0.049472,-0.085142,0.004357,-0.05564,-0.085142,0.004357,0.016878,-6.6298,0.0002,0.1443,1.0,False,5184875730.59,1.5081,0.011469,0.02162,13,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0113-002,LAMB.AX,13.49,12.56,12.35,12.59,12.68,1524114,5070814,S&P 500 Financials,-0.010543,-0.016651,0.002115,0.009649,-0.017401,0.002115,0.009649,0.006633,-0.8847,1.0,0.5436,1.0,False,10977651967.11,3.3271,0.017163,0.032215,,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0903-001,COMM.IR,14.06,12.99,12.65,12.49,12.69,3965403,12905696,S&P 500 Financials,-0.018268,-0.026496,-0.038185,-0.022869,-0.02614,-0.038185,-0.022869,0.002508,-1.6489,1.0,-0.9419,1.0,False,3288088552.25,3.2546,0.027299,0.040027,223,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0729-001,JENS.LS,5.89,5.67,5.5,5.37,5.71,2346602,5862750,S&P 500 Financials,-0.011727,-0.02961,-0.052561,0.006789,-0.029358,-0.052561,0.006789,0.006529,-1.6887,1.0,0.7447,1.0,False,252550409.56,2.4984,0.031958,0.061251,22,Low pre-incident trading volume reduces baseline reliability; interpret with caution,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0923-001,BIRM.L,6.63,6.44,6.04,6.21,6.29,180733,470362,S&P 500 Industrials,0.029954,-0.062374,-0.036025,-0.023446,-0.051127,-0.036025,-0.023446,-0.018995,-4.4567,0.0002,-0.9773,1.0,False,921715131.01,2.6025,0.015937,0.031772,332,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0806-001,ORLA.JO,44.57,46.96,44.9,45.02,45.7,194428,341900,S&P 500 Information Technology,-0.004047,-0.043936,-0.04121,-0.026903,-0.04726,-0.04121,-0.026903,-0.022592,-2.6732,0.6634,-1.1772,1.0,False,17878175863.58,1.7585,0.030119,0.037642,265,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0819-001,NEUR,116.66,114.48,110.97,110.12,115.81,58023,226462,S&P 500 Health Care,-0.013696,-0.030661,-0.038113,0.011636,-0.025438,-0.038113,0.011636,0.007543,-2.4387,0.78065,0.561,1.0,True,15952502734.68,3.903,0.013524,0.020514,54,Elevated options activity detected 3 days before public disclosure,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0805-002,SCE,194.53,198.86,189.62,185.26,190.13,505932,874515,S&P 500,0.00345,-0.046459,-0.068389,-0.043914,-0.052253,-0.068389,-0.043914,-0.032995,-2.7854,0.6073,-3.0418,0.4791,False,151029380695.37,1.7285,0.013406,0.024833,43,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1212-001,SULL,11.71,10.58,10.17,10.47,10.23,1919201,6170834,S&P 500,0.004854,-0.038928,-0.010335,-0.033432,-0.048499,-0.010335,-0.033432,-0.016918,-2.2004,0.8998,-3.049,0.4755,False,1302040911.55,3.2153,0.037362,0.053141,173,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0510-001,OXFO.L,414.22,411.52,385.0,390.96,399.85,97772,208467,S&P 500 Consumer Discretionary,0.020713,-0.064445,-0.049967,-0.028367,-0.052558,-0.049967,-0.028367,-0.023817,-3.2425,0.37875,-0.9792,1.0,False,785531232372.95,2.1322,0.013125,0.020071,133,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0804-002,HARR,20.01,18.02,16.65,17.02,17.27,2891331,6355699,S&P 500 Information Technology,0.023571,-0.075885,-0.055392,-0.041458,-0.067537,-0.055392,-0.041458,-0.024013,-5.1208,0.0002,-2.5396,0.7302,False,3749854386.36,2.1982,0.017037,0.019897,197,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1024-002,CVL,245.2,244.62,232.6,229.41,230.75,469406,1679963,S&P 500 Health Care,-0.018755,-0.049117,-0.062174,-0.056718,-0.058626,-0.062174,-0.056718,-0.029037,-4.3713,0.0002,-1.6687,1.0,False,103150347045.41,3.5789,0.01238,0.023286,279,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0718-001,MARK.TO,98.14,99.56,97.5,100.29,97.15,5695209,19656532,S&P 500 Financials,0.015919,-0.020668,0.007345,-0.024239,-0.020874,0.007345,-0.024239,-0.023625,-2.3297,0.83515,-0.7731,1.0,False,31292954345.08,3.4514,0.032023,0.048617,224,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1029-001,BALT,50.62,48.82,47.91,48.34,47.77,2953657,7494059,S&P 500 Utilities,-0.016915,-0.018655,-0.009746,-0.021533,-0.023879,-0.009746,-0.021533,-0.02801,-0.9208,1.0,-0.6393,1.0,False,14353708414.35,2.5372,0.011668,0.013769,127,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0810-003,LIND,22.18,23.07,22.4,21.89,22.4,1964460,7440917,S&P 500,-0.01364,-0.029219,-0.051204,-0.029181,-0.02519,-0.051204,-0.029181,-0.031717,-1.7931,1.0,-1.3856,1.0,False,7640567207.63,3.7878,0.020555,0.037346,117,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0519-001,BEB.AX,73.96,67.46,63.24,65.01,66.74,2092063,4084416,S&P 500 Financials,0.028622,-0.062531,-0.036248,-0.01074,-0.05903,-0.036248,-0.01074,-0.019021,-5.0608,0.0002,-1.9571,1.0,True,10103110311.28,1.9523,0.013948,0.0262,60,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1104-001,PORT,11.2,10.36,10.41,10.49,10.2,7371631,27321137,S&P 500,0.005431,0.00446,0.012413,-0.015712,0.004563,0.012413,-0.015712,-0.003966,0.2468,1.0,-0.551,1.0,True,5801596933.0,3.7063,0.026212,0.037612,,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0526-002,SCF.T,84.56,83.13,81.88,81.53,80.82,4232828,13094545,S&P 500 Financials,0.02215,-0.015016,-0.019306,-0.027783,-0.012676,-0.019306,-0.027783,-0.031942,-0.8172,1.0,-1.8067,1.0,False,40604358361.73,3.0936,0.020155,0.030877,330,,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0724-001,SACR,5.96,6.13,5.81,5.73,6.05,702003,2016323,S&P 500 Financials,0.023504,-0.052104,-0.06575,-0.013095,-0.061424,-0.06575,-0.013095,-0.002953,-1.9665,1.0,-0.8879,1.0,False,513296803.26,2.8722,0.015082,0.029782,43,Earnings announcement within event window may confound abnormal returns,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
